Entity,Code,Year,Other cancers (deaths),Gallbladder cancer (deaths),Larynx cancer (deaths),Other pharynx cancer (deaths),Kidney cancer (deaths),Ovarian cancer (deaths),Lip and oral cavity cancer (deaths),Bladder cancer (deaths),Brain and nervous system cancer (deaths),Non-Hodgkin lymphoma (deaths),Cervical cancer (deaths),Leukemia (deaths),Prostate cancer (deaths),Pancreatic cancer (deaths),Esophageal cancer (deaths),Breast cancer (deaths),Liver cancer (deaths),Colon and rectum cancer (deaths),Stomach cancer (deaths),"Tracheal, bronchus, and lung cancer (deaths)"
Australia,AUS,1990,3528,227,242,293,629,691,415,724,899,1174,436,1705,2051,1409,783,2427,391,4361,1511,6190
Australia,AUS,1991,3620,229,243,300,661,699,425,732,913,1220,434,1738,2166,1438,808,2469,414,4420,1501,6252
Australia,AUS,1992,3748,232,246,304,687,706,432,745,933,1265,430,1778,2309,1476,835,2510,443,4500,1502,6361
Australia,AUS,1993,3853,233,243,306,708,718,434,758,942,1302,425,1798,2448,1507,859,2562,470,4551,1495,6438
Australia,AUS,1994,3971,236,242,306,728,729,440,768,963,1342,426,1834,2548,1541,887,2629,499,4631,1501,6572
Australia,AUS,1995,4073,236,240,307,748,739,448,782,977,1376,416,1848,2581,1577,908,2653,524,4662,1498,6626
Australia,AUS,1996,4180,245,242,312,767,755,454,792,996,1413,406,1868,2593,1624,937,2669,559,4733,1496,6725
Australia,AUS,1997,4262,252,240,315,782,762,457,809,1015,1451,395,1868,2576,1663,959,2680,599,4763,1492,6757
Australia,AUS,1998,4332,260,235,313,799,775,463,823,1026,1470,384,1886,2580,1705,980,2674,631,4770,1477,6775
Australia,AUS,1999,4413,273,233,313,812,785,464,842,1043,1482,373,1889,2594,1750,1001,2661,677,4788,1472,6806
Australia,AUS,2000,4521,279,233,312,824,800,468,859,1064,1495,370,1881,2642,1795,1021,2670,722,4807,1467,6876
Australia,AUS,2001,4658,282,233,313,843,817,468,884,1081,1501,368,1871,2711,1849,1051,2699,772,4850,1477,6970
Australia,AUS,2002,4801,298,232,310,857,833,468,902,1105,1513,364,1859,2787,1907,1081,2730,821,4874,1502,7083
Australia,AUS,2003,4915,301,231,300,864,836,459,909,1113,1514,368,1781,2855,1976,1118,2732,870,4876,1513,7130
Australia,AUS,2004,5048,315,231,294,883,854,454,924,1122,1516,367,1777,2920,2042,1146,2736,923,4875,1533,7249
Australia,AUS,2005,5234,320,230,294,899,863,460,939,1132,1515,369,1828,2983,2108,1173,2739,981,4878,1545,7322
Australia,AUS,2006,5338,337,232,292,925,870,454,966,1147,1526,377,1797,3066,2187,1210,2762,1050,4939,1594,7461
Australia,AUS,2007,5516,350,235,294,943,884,459,987,1172,1536,384,1825,3143,2281,1245,2797,1115,5026,1647,7613
Australia,AUS,2008,5770,363,239,296,959,904,462,1022,1198,1555,392,1912,3215,2345,1289,2836,1183,5128,1745,7762
Australia,AUS,2009,5950,373,239,304,981,918,465,1050,1221,1563,396,1969,3277,2403,1316,2866,1256,5167,1789,7838
Australia,AUS,2010,6173,378,243,310,1006,939,475,1082,1253,1584,401,2028,3370,2487,1352,2903,1323,5251,1843,7998
Australia,AUS,2011,6378,393,240,313,1024,956,480,1112,1277,1611,408,2073,3445,2554,1378,2943,1386,5329,1890,8128
Australia,AUS,2012,6564,406,241,318,1044,977,492,1138,1298,1643,413,2109,3496,2624,1395,2976,1442,5400,1920,8226
Australia,AUS,2013,6738,415,242,325,1064,996,504,1154,1323,1674,413,2135,3553,2677,1408,3008,1490,5459,1932,8296
Australia,AUS,2014,6914,429,245,333,1090,1022,513,1187,1359,1719,421,2181,3648,2740,1429,3081,1540,5580,1954,8450
Australia,AUS,2015,7049,443,253,345,1129,1045,531,1226,1391,1783,424,2241,3823,2806,1469,3160,1549,5764,1977,8667
Australia,AUS,2016,7219,459,262,356,1166,1068,547,1267,1426,1844,429,2303,3987,2878,1509,3233,1576,5957,2018,8914
Austria,AUT,1990,2018,210,187,99,539,626,251,537,387,564,353,619,890,1119,248,1537,547,2564,1900,3295
Austria,AUT,1991,2024,196,186,100,539,620,256,534,394,572,340,619,911,1129,252,1547,558,2566,1837,3296
Austria,AUT,1992,2042,186,184,103,536,619,263,531,405,580,330,619,931,1150,252,1567,572,2568,1768,3300
Austria,AUT,1993,2043,179,182,105,528,614,269,527,410,589,317,621,959,1163,255,1582,584,2564,1711,3315
Austria,AUT,1994,2050,165,179,107,526,609,276,526,417,597,305,615,991,1177,257,1586,594,2547,1645,3297
Austria,AUT,1995,2055,153,178,111,512,605,284,531,420,604,295,617,1033,1181,264,1597,606,2542,1580,3308
Austria,AUT,1996,2046,142,176,114,505,599,287,527,431,614,281,617,1062,1190,270,1605,624,2538,1517,3326
Austria,AUT,1997,2042,135,172,114,501,589,290,533,435,640,271,623,1094,1199,279,1603,638,2518,1446,3325
Austria,AUT,1998,2021,126,170,118,489,582,300,533,442,659,261,629,1119,1204,285,1590,644,2490,1375,3325
Austria,AUT,1999,1993,119,167,123,488,569,300,530,449,666,257,640,1147,1222,289,1578,658,2466,1310,3333
Austria,AUT,2000,1972,117,162,127,487,562,300,529,455,673,253,649,1171,1239,291,1579,673,2434,1253,3325
Austria,AUT,2001,1954,120,159,131,486,561,295,533,461,674,248,665,1184,1254,302,1577,696,2408,1218,3321
Austria,AUT,2002,1918,128,157,138,495,559,294,535,467,678,252,670,1188,1283,310,1581,712,2416,1199,3383
Austria,AUT,2003,1859,129,152,151,498,561,282,535,471,657,254,681,1175,1314,312,1594,733,2427,1199,3428
Austria,AUT,2004,1857,132,150,158,498,559,279,536,474,640,252,682,1167,1339,318,1588,748,2396,1180,3455
Austria,AUT,2005,1897,136,146,161,501,555,275,539,475,636,253,649,1173,1368,325,1599,763,2389,1172,3501
Austria,AUT,2006,1890,138,142,165,505,549,272,543,473,637,249,703,1178,1393,331,1599,775,2364,1154,3543
Austria,AUT,2007,1919,138,142,169,506,543,272,546,474,637,245,714,1185,1426,335,1594,779,2333,1133,3596
Austria,AUT,2008,1964,139,138,172,510,544,274,551,475,647,241,732,1201,1459,341,1593,787,2315,1122,3659
Austria,AUT,2009,2027,142,137,175,517,537,275,554,482,657,240,768,1208,1490,347,1611,800,2303,1119,3729
Austria,AUT,2010,2125,145,135,171,519,526,284,560,480,674,234,779,1222,1519,351,1594,806,2272,1085,3760
Austria,AUT,2011,2173,149,136,181,524,538,279,574,488,670,239,817,1245,1552,352,1600,825,2293,1113,3800
Austria,AUT,2012,2226,152,137,187,524,546,278,586,499,674,241,838,1261,1581,360,1619,851,2314,1120,3844
Austria,AUT,2013,2252,159,136,189,528,548,278,587,505,674,238,850,1280,1595,364,1618,866,2317,1113,3864
Austria,AUT,2014,2262,160,133,194,536,555,279,598,509,684,237,855,1299,1621,366,1611,878,2313,1104,3863
Austria,AUT,2015,2287,163,134,193,551,569,284,614,513,701,236,855,1355,1639,370,1625,892,2358,1118,3866
Austria,AUT,2016,2321,167,136,195,564,580,288,629,520,718,236,863,1405,1666,375,1643,908,2403,1133,3894
Brazil,BRA,1990,12998,1931,2341,1487,1184,1768,2089,1832,2719,2667,6183,5047,6030,4032,5204,7452,4141,6752,13628,13307
Brazil,BRA,1991,13302,1987,2411,1548,1233,1829,2184,1881,2822,2778,6273,5148,6326,4165,5316,7692,4250,6992,13760,13764
Brazil,BRA,1992,13650,2079,2512,1623,1277,1916,2277,1956,2964,2895,6487,5244,6667,4334,5477,8144,4385,7341,14049,14351
Brazil,BRA,1993,13898,2171,2610,1688,1329,1995,2357,2017,3155,3028,6609,5324,7086,4496,5615,8524,4474,7712,14254,14874
Brazil,BRA,1994,14191,2252,2706,1751,1378,2074,2467,2105,3360,3174,6754,5434,7557,4670,5766,8964,4586,8116,14436,15511
Brazil,BRA,1995,14424,2364,2810,1828,1428,2174,2558,2188,3640,3332,6967,5537,8020,4862,5918,9426,4731,8565,14678,16156
Brazil,BRA,1996,14461,2487,2881,1909,1505,2260,2680,2287,4124,3498,7079,5663,8638,5033,6108,9792,4859,9075,14979,16722
Brazil,BRA,1997,14631,2609,2976,1977,1580,2374,2784,2382,4611,3681,7249,5781,9208,5211,6259,10236,5021,9593,15192,17310
Brazil,BRA,1998,14902,2728,3046,2067,1652,2477,2890,2495,5048,3863,7422,5957,9885,5428,6448,10683,5183,10152,15489,17941
Brazil,BRA,1999,15427,2902,3126,2163,1731,2584,3035,2641,5379,4031,7624,6130,10492,5699,6673,11130,5424,10731,15831,18727
Brazil,BRA,2000,15899,3060,3170,2260,1843,2684,3125,2745,5680,4195,7711,6314,11016,5951,6885,11551,5657,11286,16075,19410
Brazil,BRA,2001,16293,3204,3252,2309,1917,2766,3217,2840,5928,4314,7749,6436,11480,6167,7027,11848,5809,11750,16173,19920
Brazil,BRA,2002,16755,3351,3340,2401,2005,2862,3316,2942,6161,4419,7796,6563,11953,6393,7230,12228,6019,12272,16358,20510
Brazil,BRA,2003,17304,3522,3428,2473,2096,2958,3426,3049,6406,4552,7901,6709,12557,6650,7479,12619,6253,12845,16748,21313
Brazil,BRA,2004,17798,3722,3544,2548,2194,3059,3524,3144,6638,4659,7989,6855,13112,6972,7735,13036,6530,13422,17008,22083
Brazil,BRA,2005,18375,3893,3643,2627,2294,3141,3628,3243,6887,4758,8044,7021,13575,7262,7962,13396,6796,13971,17186,22758
Brazil,BRA,2006,18967,4039,3745,2672,2412,3237,3721,3333,7082,4895,8132,7153,14072,7553,8198,13816,7059,14542,17425,23292
Brazil,BRA,2007,19509,4196,3826,2721,2510,3321,3820,3422,7297,4991,8219,7268,14469,7861,8404,14155,7312,15077,17588,23852
Brazil,BRA,2008,20063,4360,3918,2784,2623,3424,3915,3520,7499,5076,8292,7358,14865,8168,8607,14499,7592,15649,17707,24396
Brazil,BRA,2009,20677,4550,3979,2849,2739,3512,4014,3630,7731,5173,8407,7465,15243,8496,8819,14818,7931,16201,17916,24939
Brazil,BRA,2010,21345,4746,4072,2922,2852,3594,4110,3747,7979,5256,8506,7573,15668,8866,9042,15186,8289,16824,18193,25576
Brazil,BRA,2011,21924,4939,4175,2981,2964,3663,4218,3864,8193,5351,8584,7686,16038,9218,9215,15454,8654,17369,18381,26216
Brazil,BRA,2012,22518,5113,4276,3033,3092,3741,4318,3973,8428,5452,8662,7785,16386,9597,9395,15702,9058,17864,18586,26840
Brazil,BRA,2013,23172,5314,4361,3091,3219,3829,4439,4130,8657,5530,8719,7863,16865,10004,9621,16007,9426,18478,18927,27642
Brazil,BRA,2014,23886,5507,4443,3174,3339,3930,4578,4283,8916,5649,8835,7996,17374,10410,9885,16361,9848,19089,19186,28451
Brazil,BRA,2015,24650,5713,4581,3278,3497,4058,4735,4452,9179,5793,8961,8158,18074,10863,10220,16785,10296,19710,19649,29356
Brazil,BRA,2016,25326,5907,4687,3404,3612,4165,4890,4646,9402,5982,9059,8299,19104,11283,10612,17019,10731,20254,20280,30066
Canada,CAN,1990,4414,444,456,274,1230,1286,780,1436,1332,2030,721,2022,3797,3002,1214,4734,771,6663,3472,14373
Canada,CAN,1991,4482,444,459,274,1265,1308,795,1461,1350,2098,740,2044,3997,3082,1274,4845,813,6738,3574,14704
Canada,CAN,1992,4587,441,457,276,1301,1337,799,1483,1369,2156,747,2059,4166,3150,1318,4952,861,6822,3615,15045
Canada,CAN,1993,4725,446,459,275,1342,1367,803,1524,1390,2214,764,2079,4303,3227,1364,5064,912,6938,3666,15456
Canada,CAN,1994,4848,447,463,275,1374,1393,809,1560,1416,2275,775,2090,4367,3293,1412,5147,970,7049,3703,15795
Canada,CAN,1995,5019,446,469,278,1415,1417,809,1597,1441,2324,768,2112,4417,3336,1436,5193,1019,7156,3639,16202
Canada,CAN,1996,5077,449,462,274,1444,1449,812,1625,1464,2378,796,2132,4432,3427,1495,5269,1063,7234,3763,16361
Canada,CAN,1997,5176,458,458,276,1471,1463,814,1662,1488,2427,803,2134,4450,3480,1538,5307,1109,7323,3789,16460
Canada,CAN,1998,5283,462,455,277,1495,1481,815,1693,1509,2479,811,2153,4470,3557,1568,5314,1153,7486,3832,16759
Canada,CAN,1999,5424,471,449,273,1522,1488,818,1730,1531,2507,818,2168,4479,3623,1593,5302,1189,7611,3812,16941
Canada,CAN,2000,5625,477,445,272,1540,1508,814,1758,1537,2538,814,2172,4496,3678,1613,5295,1229,7743,3774,17066
Canada,CAN,2001,5662,486,440,274,1586,1536,828,1786,1549,2571,821,2193,4536,3764,1633,5322,1273,7884,3786,17287
Canada,CAN,2002,5819,500,435,271,1632,1568,835,1821,1563,2606,823,2236,4558,3843,1660,5377,1305,8072,3772,17638
Canada,CAN,2003,6037,516,422,263,1670,1568,835,1837,1569,2642,816,2299,4615,3917,1643,5424,1314,8241,3697,17956
Canada,CAN,2004,6203,531,427,258,1723,1590,844,1904,1608,2676,819,2325,4659,4047,1710,5411,1367,8367,3721,18411
Canada,CAN,2005,6427,549,430,266,1756,1608,840,1989,1651,2709,825,2377,4629,4151,1759,5399,1491,8457,3796,18860
Canada,CAN,2006,6519,558,424,250,1791,1621,848,2065,1700,2776,833,2362,4771,4278,1800,5393,1544,8549,3877,19230
Canada,CAN,2007,6769,580,433,271,1775,1642,833,2084,1748,2853,857,2490,4668,4368,1875,5437,1678,8650,3977,19228
Canada,CAN,2008,6957,593,438,281,1794,1670,828,2122,1798,2902,867,2573,4661,4454,1930,5458,1781,8728,4035,19299
Canada,CAN,2009,7169,607,438,289,1798,1695,826,2157,1839,2953,874,2641,4665,4546,1970,5483,1877,8774,4052,19358
Canada,CAN,2010,7359,617,436,298,1816,1727,836,2200,1878,2997,884,2695,4704,4634,2017,5527,1975,8852,4083,19448
Canada,CAN,2011,7537,629,434,308,1838,1759,847,2247,1918,3054,894,2766,4758,4749,2054,5571,2070,8981,4120,19683
Canada,CAN,2012,7721,647,440,314,1887,1782,857,2292,1956,3116,910,2826,4824,4865,2096,5644,2148,9083,4149,19954
Canada,CAN,2013,7805,653,448,323,1945,1829,891,2340,1988,3194,911,2847,5019,4972,2127,5757,2141,9225,4180,20221
Canada,CAN,2014,7955,670,459,333,2003,1871,920,2402,2026,3278,917,2894,5225,5096,2173,5869,2169,9437,4252,20643
Canada,CAN,2015,8139,693,474,343,2066,1917,953,2473,2071,3372,929,2954,5457,5236,2230,6012,2207,9715,4358,21204
Canada,CAN,2016,8279,708,483,351,2119,1952,980,2531,2104,3450,932,2994,5652,5349,2271,6091,2235,9893,4412,21551
Chile,CHL,1990,1575,403,134,54,515,256,98,232,213,401,1019,548,785,584,684,847,533,960,3134,1791
Chile,CHL,1991,1575,393,127,54,517,259,97,238,212,412,990,544,819,592,680,843,539,961,3037,1773
Chile,CHL,1992,1580,381,125,54,522,263,96,242,211,423,970,540,867,604,681,841,550,972,2985,1753
Chile,CHL,1993,1624,380,127,55,533,272,99,255,216,439,987,551,925,628,697,874,573,1018,3034,1806
Chile,CHL,1994,1685,385,132,55,542,283,103,267,223,459,1000,562,1003,655,721,919,600,1082,3134,1878
Chile,CHL,1995,1754,390,138,57,550,293,107,281,231,480,1005,574,1097,685,744,965,630,1153,3255,1978
Chile,CHL,1996,1809,389,134,54,543,301,105,288,236,497,990,584,1179,709,770,988,654,1207,3294,2020
Chile,CHL,1997,1875,398,132,54,502,306,109,291,236,503,969,587,1236,725,779,994,681,1251,3324,2000
Chile,CHL,1998,1923,397,130,55,502,324,112,301,247,522,964,595,1298,755,786,1030,697,1289,3340,2006
Chile,CHL,1999,1982,397,127,56,493,335,115,316,253,539,951,610,1351,790,809,1049,690,1357,3401,2037
Chile,CHL,2000,2048,396,123,57,493,350,120,335,265,556,933,622,1395,812,812,1073,694,1412,3409,2067
Chile,CHL,2001,2101,405,124,58,502,357,121,345,278,571,926,642,1431,842,810,1096,707,1471,3436,2138
Chile,CHL,2002,2159,407,125,61,514,358,123,358,287,586,918,657,1481,888,815,1123,741,1529,3498,2208
Chile,CHL,2003,2219,411,128,61,528,366,126,371,298,602,918,671,1551,931,821,1153,777,1605,3546,2278
Chile,CHL,2004,2288,415,130,62,553,375,129,388,314,613,915,681,1612,964,822,1188,807,1688,3579,2379
Chile,CHL,2005,2327,410,132,63,577,386,131,406,323,629,912,691,1660,993,820,1220,841,1749,3580,2447
Chile,CHL,2006,2363,403,133,63,587,389,134,412,334,639,898,698,1707,1022,797,1228,874,1796,3562,2511
Chile,CHL,2007,2404,397,135,64,603,386,138,420,351,642,883,709,1746,1049,786,1235,903,1847,3541,2569
Chile,CHL,2008,2448,392,136,66,624,391,140,428,369,652,870,719,1797,1093,774,1252,941,1910,3553,2628
Chile,CHL,2009,2551,403,143,66,652,402,145,443,388,669,884,735,1888,1138,777,1308,983,2010,3681,2756
Chile,CHL,2010,2652,418,147,67,679,418,152,465,406,685,892,755,1994,1187,780,1356,1028,2128,3778,2894
Chile,CHL,2011,2720,423,149,69,704,425,160,473,419,696,893,774,2057,1226,786,1389,1069,2212,3790,2977
Chile,CHL,2012,2795,437,152,71,736,431,169,484,430,708,895,796,2124,1277,788,1426,1118,2303,3835,3070
Chile,CHL,2013,2859,451,152,74,759,440,174,504,442,723,891,815,2189,1327,797,1449,1151,2387,3858,3180
Chile,CHL,2014,2909,455,155,74,789,443,175,529,451,735,882,824,2240,1368,810,1461,1190,2442,3851,3231
Chile,CHL,2015,2983,471,159,78,812,457,182,543,458,765,891,833,2325,1409,854,1479,1225,2475,3934,3317
Chile,CHL,2016,3072,489,164,81,840,469,188,563,468,793,904,849,2428,1458,894,1511,1266,2544,4041,3430
China,CHN,1990,103060,13649,12700,2484,4952,9363,7179,16387,43860,17221,27795,68387,15235,30738,188551,37359,269079,81126,316895,267873
China,CHN,1991,104215,13979,12918,2545,5108,9671,7350,16842,44690,17511,27769,68135,15699,31789,192791,38484,276938,83657,317474,271428
China,CHN,1992,106108,14327,13074,2614,5245,9972,7548,17359,45556,18069,28076,68392,16272,32829,199730,39862,287102,86795,323201,278934
China,CHN,1993,108548,14423,13391,2746,5338,10360,7818,17953,46789,18900,28588,68780,16919,33856,206238,41306,298511,89698,329923,288785
China,CHN,1994,111041,14614,13744,2840,5364,10707,8141,18480,48171,19707,28927,69285,17569,34836,212048,42744,310392,91907,334312,300325
China,CHN,1995,112894,14480,13752,2900,5450,11040,8360,18657,49693,20378,29308,70159,18035,35805,215228,44124,319389,93526,333793,307890
China,CHN,1996,114809,14378,13754,2920,5622,11355,8564,18926,51476,21007,29266,71606,18517,36819,216564,45356,329694,95354,333430,320403
China,CHN,1997,116985,14469,13913,2947,5842,11645,8707,19311,52757,21613,29622,72392,19011,37856,220722,46583,338905,98125,337064,333834
China,CHN,1998,119273,14681,14213,2969,6111,11904,8921,19769,53354,21978,29708,72513,19517,38955,224616,47932,348642,100809,341734,347160
China,CHN,1999,121230,14805,14407,3012,6643,12269,9242,20028,53333,22425,30702,71678,20141,40492,228988,49901,356305,104231,350323,363088
China,CHN,2000,123790,14883,14777,3049,7308,12656,9566,20512,53543,22993,32050,71214,20863,42170,234720,52170,363947,108332,361221,381556
China,CHN,2001,126724,15012,15092,3099,8134,13064,9996,20832,53981,23443,33598,70985,21702,43936,240233,54764,369675,113772,373346,402215
China,CHN,2002,128665,15124,15359,3129,8883,13438,10427,21220,53579,23884,35079,70020,22618,45601,243306,56801,373347,119185,383772,424114
China,CHN,2003,128632,14654,14929,3141,9484,13613,10846,20824,52402,24338,35672,68120,23103,46503,238420,57451,371942,120202,375374,435328
China,CHN,2004,129258,14369,14760,3166,10114,13824,11292,20734,51656,24751,36165,66570,23686,47676,236345,57980,374011,122309,372434,452699
China,CHN,2005,130741,14244,14808,3239,10682,14126,11779,20959,51508,25365,36511,65177,24338,49381,233039,59101,375882,125949,367990,474872
China,CHN,2006,131870,13875,14579,3303,11178,14469,12328,20862,51422,26054,36421,63849,24812,51216,223872,60124,373611,128344,354296,478939
China,CHN,2007,133614,13568,14626,3398,11662,14830,12902,21017,51696,26972,36487,62697,25401,53225,217614,61319,374506,131688,347191,489359
China,CHN,2008,136004,13322,14923,3510,12225,15195,13641,21353,52206,28228,36438,62018,26220,55211,212399,62508,376177,135949,343071,503371
China,CHN,2009,138683,13178,15314,3659,12823,15556,14572,21892,52927,29771,36532,61784,27148,57270,208727,63618,377237,140405,341762,521621
China,CHN,2010,141399,13102,15781,3807,13367,15882,15579,22417,53589,31275,36689,61472,28070,59341,205456,64707,378026,144759,340593,540131
China,CHN,2011,143603,12902,15993,3919,13791,16233,16542,22734,53967,32670,36889,60664,28867,61324,200603,65791,379194,148029,334530,545214
China,CHN,2012,145878,12894,16323,4055,14234,16650,17410,23201,54656,33925,37345,59876,29700,63356,198523,67082,383819,151675,332144,553250
China,CHN,2013,148385,12933,16749,4219,14688,17082,18395,23838,55675,35268,37938,60007,30634,65354,198678,68247,390714,156052,332800,564146
China,CHN,2014,151054,13245,17353,4404,15209,17685,19078,24726,57168,36416,39061,60274,31745,67842,202644,70020,402873,161902,338814,580425
China,CHN,2015,152317,13353,17446,4514,15591,18176,19344,25331,58176,37119,39074,60248,32751,69806,203472,70576,414133,164383,335911,586827
